customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3760-HLFZ,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,45.31,431.7,Yes
3761-FHOV,Male,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,830.06,No
3762-GOLB,Female,1,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),23.69,218.91,Yes
3763-PXAU,Male,0,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),64.63,4129.0,No
3764-IWVA,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.7,3083.53,No
3765-WWTG,Male,1,No,No,32,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,89.02,2915.83,No
3766-YRDU,Male,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,103.41,317.45,No
3767-GBOI,Female,1,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,27.24,507.7,No
3768-UYMN,Male,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,104.47,2364.6,No
3769-FYLZ,Male,0,Yes,No,11,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,79.94,927.81,No
3770-GOIA,Female,1,No,No,68,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.41,3732.66,No
3771-UMSF,Female,0,No,Yes,58,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),42.6,2476.92,No
3772-NPQY,Female,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),37.29,739.82,No
3773-OCKO,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.01,994.52,Yes
3774-TFRL,Female,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),67.08,3369.45,No
3775-FERC,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,18.25,106.62,No
3776-RWOK,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),55.98,119.46,No
3777-PCZL,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,52.22,18.85,Yes
3778-XGZM,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,100.46,232.89,No
3779-KJMJ,Male,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),75.45,1570.86,Yes
3780-IQHV,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.3,406.85,Yes
3781-KCHM,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,41.26,1417.13,No
3782-MQNE,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,73.07,2505.3,No
3783-YYZF,Female,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,45.94,1125.78,No
3784-HDXP,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,21.38,226.89,No
3785-VJBJ,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.56,4517.13,No
3786-BSRV,Female,0,No,No,39,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.69,2409.6,No
3787-NHHH,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,59.46,636.35,No
3788-VXWG,Male,0,No,No,22,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,67.1,1578.59,Yes
3789-LNWO,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.43,362.94,Yes
3790-ULGU,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),25.69,345.09,Yes
3791-CBKG,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,40.23,2898.15,Yes
3792-PVOP,Female,0,Yes,No,8,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,109.28,849.37,No
3793-LWDV,Male,0,No,No,38,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.42,3724.25,Yes
3794-CWZU,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),118.75,895.03,No
3795-SLHE,Male,1,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,88.78,6407.47,No
3796-VKUU,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,86.14,965.73,No
3797-XUXL,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,62.41,842.21,No
3798-ERVP,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.1,572.94,No
3799-TAIL,Male,1,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,85.42,2342.12,No
3800-LYBC,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,62.57,1722.59,No
3801-KOGX,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,18.25,450.57,No
3802-FPQE,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,82.42,903.22,No
3803-LPXL,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.63,1726.81,No
3804-QLVN,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),40.89,1193.5,No
3805-CQOA,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.81,1848.18,No
3806-LCLD,Female,0,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,76.03,789.5,No
3807-FDFV,Female,0,No,No,38,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,38.31,1430.13,No
3808-VPAN,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),60.59,4390.22,No
3809-UUGR,Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,71.87,3264.62,No
3810-STAK,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.08,113.19,No
3811-IFNZ,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.7,1196.02,Yes
3812-HSDJ,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.83,1404.42,Yes
3813-PDAY,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,58.82,774.18,No
3814-MBWP,Male,1,Yes,Yes,21,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.34,1408.2,Yes
3815-ZDPW,Male,0,No,No,18,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,75.71,1321.89,Yes
3816-HBUT,Female,1,Yes,Yes,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.25,82.12,No
3817-DGQF,Male,0,No,Yes,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),44.77,330.83,Yes
3818-AOTT,Female,1,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),99.0,738.01,Yes
3819-NRTP,Male,0,Yes,No,13,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.25,221.18,Yes
3820-QGGN,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),76.84,450.01,No
3821-BEGD,Male,0,No,No,2,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.57,190.02,No
3822-CPEC,Female,0,No,Yes,7,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.12,684.8,Yes
3823-LJSC,Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.98,5418.57,Yes
3824-KGMS,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.92,5918.24,No
3825-DEKO,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,101.64,1792.25,Yes
3826-UQID,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),53.49,3616.26,No
3827-RTYG,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.54,768.39,Yes
3828-KZLP,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),23.48,721.6,Yes
3829-CITL,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.23,361.45,No
3830-NHXG,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.89,3533.49,No
3831-KHEW,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),97.33,383.37,Yes
3832-DNIT,Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,73.23,92.45,Yes
3833-PDRQ,Female,1,No,No,10,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.92,947.36,Yes
3834-TMVO,Female,0,No,Yes,72,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,69.3,5027.7,No
3835-RKIS,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),57.43,174.01,No
3836-IKTU,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),74.26,890.03,Yes
3837-PPYO,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.07,224.72,Yes
3838-ZFKN,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.91,3146.76,No
3839-YHLW,Male,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.64,844.11,Yes
3840-PFCW,Female,0,Yes,No,30,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),23.65,635.0,No
3841-GIIS,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),44.07,633.86,No
3842-XMYS,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.08,741.81,No
3843-WPFU,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,18.75,18.85,No
3844-EVRY,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,47.77,639.59,No
3845-ESWS,Female,0,No,Yes,61,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.14,4854.41,Yes
3846-SZBE,Female,1,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.09,718.47,No
3847-WDIT,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,63.6,4686.29,No
3848-LDFV,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),70.95,3498.94,No
3849-ZDYY,Male,0,No,No,19,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.63,1144.61,No
3850-CWIB,Male,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),90.15,3242.34,No
3851-CKNQ,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,5619.28,Yes
3852-XYTP,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,114.54,1204.84,No
3853-OBJX,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,45.81,67.3,No
3854-NPBR,Male,0,No,Yes,16,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,36.02,667.63,Yes
3855-LCXQ,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),51.07,215.4,No
3856-WBSH,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),80.53,791.0,No
3857-PCIQ,Female,0,Yes,No,72,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,4779.23,No
3858-WEEA,Male,0,Yes,Yes,60,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.48,4006.39,Yes
3859-OZKC,Female,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),67.95,1869.74,No
3860-WHPS,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.32,1130.16,Yes
3861-ANTO,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),72.93,685.5,No
3862-VUXP,Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,93.14,2488.13,No
3863-NYBV,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.48,1792.41,No
3864-XGGT,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,32.13,1593.09,No
3865-ABGE,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),92.78,6651.21,Yes
3866-PIZI,Female,1,No,No,12,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,97.74,1126.13,Yes
3867-ZRIM,Female,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.59,364.62,Yes
3868-IVUC,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,74.27,1091.38,Yes
3869-XFGE,Female,0,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,50.99,896.61,No
3870-YKGE,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.72,18.85,Yes
3871-HPAR,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),45.39,2823.16,No
3872-RZGF,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.42,3529.58,No
3873-UFOX,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.28,7756.7,Yes
3874-XVHD,Female,0,Yes,No,63,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.78,3992.25,No
3875-RCII,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.48,2924.88,No
3876-IXDG,Male,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,57.76,4230.21,No
3877-AVBT,Male,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,84.93,3105.71,Yes
3878-KIDS,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.59,545.23,No
3879-GINM,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.25,392.93,Yes
3880-LQKU,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,64.27,68.04,No
3881-OROX,Female,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),116.81,1812.7,No
3882-PWYQ,Female,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.41,3004.91,Yes
3883-EWGW,Male,0,No,No,21,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,56.55,1118.69,No
3884-TINL,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),30.41,368.04,No
3885-AHJT,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),46.64,146.0,No
3886-KFMQ,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.22,125.81,No
3887-EFJX,Female,0,No,No,16,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),25.86,466.17,Yes
3888-UIPE,Male,0,No,Yes,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.56,200.33,Yes
3889-NUTL,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.22,123.01,No
3890-EYPU,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),101.13,1543.49,No
3891-XRMA,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),74.15,1560.94,Yes
3892-NBJY,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,85.77,513.16,No
3893-ESYR,Female,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,79.22,2949.76,No
3894-NPZK,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),32.61,588.0,Yes
3895-DEID,Female,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),58.9,187.69,No
3896-MCRS,Female,0,No,No,32,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.67,2598.7,No
3897-MGUI,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),18.25,261.13,Yes
3898-QCLQ,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,18.25,45.15,Yes
3899-HYSL,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,70.61,5192.21,No
3900-JUMM,Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.65,1605.22,No
3901-AJJG,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,18.25,388.93,No
3902-HQYK,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,18.25,1011.69,No
3903-LOFI,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,35.65,2639.37,No
3904-XYAB,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.03,494.65,No
3905-BOAL,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.09,2568.49,Yes
3906-ECIX,Female,0,No,Yes,56,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,99.47,5584.68,No
3907-FXNH,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),43.27,72.47,Yes
3908-TCFU,Male,1,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,48.33,1832.35,Yes
3909-DRBU,Male,0,No,Yes,2,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),118.75,161.52,No
3910-DSUV,Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.44,2421.51,Yes
3911-YIUF,Female,0,No,No,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.67,3357.24,No
3912-AJQQ,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,42.74,582.65,No
3913-XGXU,Male,0,No,Yes,68,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.79,3859.29,No
3914-NYCU,Male,1,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,65.87,3459.71,No
3915-UTLV,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),58.15,4150.91,No
3916-NGEQ,Female,1,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.0,810.74,No
3917-ICJI,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.7,48.98,Yes
3918-CLLC,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.35,3099.06,Yes
3919-YSJT,Female,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.36,559.28,Yes
3920-BVTA,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),106.6,2181.19,No
3921-TGFO,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,39.04,2090.88,Yes
3922-HDAY,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.24,430.93,No
3923-VEZD,Female,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.91,313.66,Yes
3924-ZZPW,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,37.43,651.96,Yes
3925-ZAZT,Female,1,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.7,458.18,No
3926-PSVR,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),68.25,1274.92,Yes
3927-FRZX,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.12,26.0,Yes
3928-MWZH,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.7,608.65,No
3929-AYRJ,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,105.58,6002.49,No
3930-DRFM,Female,1,No,No,17,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,35.19,572.39,No
3931-BXUZ,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,39.36,1226.4,No
3932-XOSG,Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,32.25,273.05,No
3933-QBDM,Male,0,No,No,33,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,118.45,3882.48,No
