customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,num_services,Churn,churn_flag,churn_probability,risk_segment
3944-ODNZ,Female,0,Yes,No,34,25-48 mo,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.02,2943.03,6,No,0,,N/A
3945-ZMJV,Male,1,No,No,9,0-12 mo,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,30.67,224.65,3,No,0,,N/A
3946-JYOP,Female,0,Yes,No,33,25-48 mo,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,2101.54,3,No,0,,N/A
3947-XGZL,Male,0,No,No,2,0-12 mo,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),79.28,116.21,4,Yes,1,,N/A
3948-HUCK,Male,0,Yes,No,72,49-72 mo,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.91,4969.47,4,No,0,,N/A
3949-FPHT,Male,0,Yes,Yes,49,49-72 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.25,3027.99,4,No,0,,N/A
3950-PRUG,Male,0,Yes,No,7,0-12 mo,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.56,492.62,4,No,0,,N/A
3951-TMVG,Male,0,No,Yes,32,25-48 mo,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,88.26,2721.36,5,No,0,,N/A
3952-AOIP,Male,0,Yes,No,45,25-48 mo,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,89.48,3976.42,7,Yes,1,,N/A
3953-WWXL,Female,0,Yes,Yes,7,0-12 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,85.97,610.16,2,No,0,,N/A
3954-JKAR,Male,0,No,No,3,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),86.18,212.12,2,Yes,1,,N/A
3955-FUHZ,Female,1,No,No,13,13-24 mo,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,79.45,987.95,5,No,0,,N/A
3956-MBPZ,Female,0,Yes,Yes,4,0-12 mo,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,82.76,364.19,6,Yes,1,,N/A
3957-NCJC,Male,0,No,No,26,25-48 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.41,2857.89,0,No,0,,N/A
3958-DOJA,Male,0,Yes,Yes,17,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.62,953.71,2,Yes,1,,N/A
3959-WMXZ,Male,0,Yes,Yes,19,13-24 mo,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,18.25,288.83,2,Yes,1,,N/A
3960-ZCPR,Female,0,Yes,No,25,25-48 mo,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.26,2498.02,6,No,0,,N/A
3961-EGUK,Male,0,Yes,No,72,49-72 mo,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.57,5696.58,5,No,0,,N/A
3962-LVSB,Female,0,No,Yes,50,49-72 mo,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,80.86,4065.16,7,No,0,,N/A
3963-CPPP,Male,0,No,No,31,25-48 mo,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.94,1213.34,6,Yes,1,,N/A
3964-TCSK,Male,0,Yes,No,14,13-24 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),18.25,317.22,4,No,0,,N/A
3965-YGRL,Female,1,No,Yes,0,0-12 mo,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),73.51,18.85,3,Yes,1,,N/A
3966-ZDCG,Female,0,No,No,3,0-12 mo,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),57.2,174.47,4,No,0,,N/A
3967-OCSR,Male,1,Yes,No,42,25-48 mo,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,2795.37,3,No,0,,N/A
3968-BAUE,Female,1,Yes,No,14,13-24 mo,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.26,705.72,4,Yes,1,,N/A
3969-NSJJ,Female,1,No,No,13,13-24 mo,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,66.67,815.0,5,No,0,,N/A
3970-NTKR,Female,1,No,No,70,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.79,3167.22,1,Yes,1,,N/A
3971-WUCG,Female,0,No,No,21,13-24 mo,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),109.96,2309.78,3,Yes,1,,N/A
3972-KUWH,Female,0,No,No,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,59.17,4264.25,1,No,0,,N/A
3973-KZJP,Male,0,Yes,No,69,49-72 mo,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,90.81,6221.15,3,No,0,,N/A
3974-VOGV,Male,0,No,Yes,2,0-12 mo,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.23,233.33,3,No,0,,N/A
3975-RIQG,Female,0,Yes,No,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,103.95,7557.42,1,No,0,,N/A
3976-ZDGA,Male,0,No,No,2,0-12 mo,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,70.36,132.1,5,No,0,,N/A
3977-HQNY,Male,1,No,No,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,92.61,6645.88,1,No,0,,N/A
3978-JDAC,Female,1,Yes,No,19,13-24 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.65,1689.81,5,Yes,1,,N/A
3979-PCTE,Male,0,Yes,No,45,25-48 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),111.52,4961.06,3,Yes,1,,N/A
3980-VRGJ,Female,0,No,Yes,39,25-48 mo,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,86.33,3325.01,6,No,0,,N/A
3981-OPCP,Female,1,Yes,No,23,13-24 mo,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),41.72,993.46,6,No,0,,N/A
3982-XLPU,Male,0,No,Yes,30,25-48 mo,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),59.49,1781.71,8,No,0,,N/A
3983-ZRWP,Female,0,No,No,72,49-72 mo,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,28.5,2117.23,6,No,0,,N/A
3984-SUJE,Female,0,No,No,72,49-72 mo,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,55.68,3964.39,5,No,0,,N/A
3985-SEPZ,Female,0,Yes,Yes,33,25-48 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),23.65,727.69,2,No,0,,N/A
3986-NEHW,Female,0,No,No,34,25-48 mo,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,87.6,3011.22,2,Yes,1,,N/A
3987-SZOO,Female,1,No,No,9,0-12 mo,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,18.25,89.95,5,No,0,,N/A
3988-ULIS,Male,0,No,No,56,49-72 mo,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),32.99,1883.26,5,Yes,1,,N/A
3989-AXHD,Male,0,No,Yes,32,25-48 mo,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,74.59,2389.09,3,No,0,,N/A
3990-RFBB,Female,0,No,No,56,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.09,4942.92,1,No,0,,N/A
3991-TIWG,Female,0,No,No,34,25-48 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.25,562.78,3,Yes,1,,N/A
3992-XTPK,Male,1,Yes,No,11,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),76.22,809.48,2,Yes,1,,N/A
3993-GKXN,Female,0,No,No,6,0-12 mo,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,84.33,432.43,4,No,0,,N/A
3994-DHXU,Male,0,Yes,No,2,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,140.24,1,Yes,1,,N/A
3995-LZAF,Female,0,Yes,No,28,25-48 mo,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.25,508.34,6,No,0,,N/A
3996-KDVL,Female,0,Yes,No,10,0-12 mo,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),65.33,665.62,4,No,0,,N/A
3997-EAJM,Female,0,No,No,31,25-48 mo,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),79.06,2383.59,6,No,0,,N/A
3998-EQKB,Female,0,No,No,1,0-12 mo,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),51.03,18.85,4,No,0,,N/A
3999-CORY,Female,0,No,No,15,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71.23,1108.73,1,Yes,1,,N/A
4000-TTCZ,Female,0,Yes,No,9,0-12 mo,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,65.2,529.31,5,No,0,,N/A
4001-TZFO,Female,0,Yes,No,14,13-24 mo,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,118.75,1633.49,5,No,0,,N/A
4002-ABYE,Male,1,Yes,No,1,0-12 mo,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),18.25,32.9,6,No,0,,N/A
4003-HAFO,Male,1,No,No,41,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.9,2064.66,2,Yes,1,,N/A
4004-LKFJ,Male,0,Yes,No,3,0-12 mo,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.3,126.58,4,No,0,,N/A
4005-GRLH,Female,0,Yes,Yes,0,0-12 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,18.85,0,No,0,,N/A
4006-GYRJ,Female,0,Yes,No,72,49-72 mo,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,75.73,5494.19,6,No,0,,N/A
4007-ZXJE,Female,1,No,Yes,6,0-12 mo,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,48.12,355.23,2,No,0,,N/A
4008-KHNP,Female,0,No,Yes,56,49-72 mo,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),38.2,2240.45,2,No,0,,N/A
4009-QPBJ,Female,0,No,Yes,72,49-72 mo,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,27.45,1962.53,2,Yes,1,,N/A
4010-JKKA,Female,0,Yes,No,24,13-24 mo,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),67.95,1648.85,3,No,0,,N/A
4011-QRPY,Female,0,Yes,No,23,13-24 mo,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,79.56,1882.69,6,Yes,1,,N/A
4012-JRGV,Male,0,Yes,Yes,14,13-24 mo,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.67,840.87,2,No,0,,N/A
4013-YVGU,Female,0,Yes,No,17,13-24 mo,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.33,1620.28,5,No,0,,N/A
4014-TFET,Male,0,Yes,Yes,21,13-24 mo,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,76.22,1624.93,6,No,0,,N/A
4015-MCAG,Male,0,Yes,No,5,0-12 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,118.75,627.81,5,No,0,,N/A
4016-BSQK,Female,0,Yes,No,14,13-24 mo,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,32.26,408.46,4,No,0,,N/A
4017-IWSS,Female,0,Yes,Yes,54,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.44,1120.36,1,No,0,,N/A
4018-NSYB,Male,0,Yes,Yes,6,0-12 mo,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),83.12,534.1,6,No,0,,N/A
4019-KTOL,Male,0,No,No,41,25-48 mo,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.82,2326.96,7,No,0,,N/A
4020-NCXV,Female,1,No,No,33,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.83,817.76,2,No,0,,N/A
4021-XHHT,Female,0,No,Yes,1,0-12 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.31,18.85,0,No,0,,N/A
4022-HMTY,Male,0,Yes,No,0,0-12 mo,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,87.4,67.19,3,No,0,,N/A
4023-AUMJ,Female,0,Yes,No,13,13-24 mo,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.41,1193.89,2,No,0,,N/A
4024-PROU,Female,1,No,No,37,25-48 mo,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,88.13,3149.12,4,No,0,,N/A
4025-LJEF,Female,0,Yes,No,12,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,67.98,914.98,1,No,0,,N/A
4026-LDGQ,Male,0,No,No,35,25-48 mo,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,58.12,2026.91,6,No,0,,N/A
4027-UFRM,Male,1,No,No,35,25-48 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,59.51,2109.53,5,No,0,,N/A
4028-BBQT,Male,0,No,No,52,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.68,3925.43,1,No,0,,N/A
4029-QOXG,Female,0,No,No,3,0-12 mo,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,70.12,183.43,6,Yes,1,,N/A
4030-EBZL,Female,0,No,Yes,27,25-48 mo,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,35.56,962.11,7,No,0,,N/A
4031-PHKI,Male,0,No,No,2,0-12 mo,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,95.47,157.5,5,No,0,,N/A
4032-HRRX,Male,1,Yes,Yes,6,0-12 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,66.38,459.01,3,Yes,1,,N/A
4033-ACGQ,Male,0,Yes,Yes,12,0-12 mo,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,18.25,152.63,4,Yes,1,,N/A
4034-ZOWE,Female,0,Yes,No,39,25-48 mo,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,27.44,1137.93,2,No,0,,N/A
4035-CNBD,Male,0,Yes,No,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.55,3829.66,2,No,0,,N/A
4036-UDFY,Male,0,Yes,Yes,13,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,71.31,883.3,1,No,0,,N/A
4037-EWNT,Female,0,Yes,No,23,13-24 mo,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.23,1489.13,4,Yes,1,,N/A
4038-IFDA,Female,0,No,No,9,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),44.12,485.16,1,No,0,,N/A
4039-KBIK,Female,0,Yes,No,36,25-48 mo,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,102.02,3570.02,5,No,0,,N/A
4040-USHG,Male,0,Yes,Yes,14,13-24 mo,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.51,1227.27,4,No,0,,N/A
4041-BIHA,Female,0,Yes,No,21,13-24 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,63.97,1322.02,4,No,0,,N/A
4042-TESE,Female,0,No,No,26,25-48 mo,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,18.25,448.21,5,No,0,,N/A
4043-ZFTG,Male,0,Yes,No,37,25-48 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.83,1942.8,4,Yes,1,,N/A
4044-IKTV,Female,0,No,No,1,0-12 mo,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,53.69,49.83,2,No,0,,N/A
4045-EGHT,Male,0,No,No,25,25-48 mo,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,18.25,359.77,4,No,0,,N/A
4046-XGYK,Male,0,No,No,18,13-24 mo,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.63,1464.05,4,Yes,1,,N/A
4047-HUEH,Female,0,Yes,No,4,0-12 mo,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.64,299.43,4,Yes,1,,N/A
4048-EWMN,Female,0,No,No,7,0-12 mo,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35.92,327.64,1,No,0,,N/A
4049-IMHK,Female,0,No,No,68,49-72 mo,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.44,4995.78,3,No,0,,N/A
4050-FKMH,Female,1,Yes,Yes,65,49-72 mo,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.33,6128.97,6,Yes,1,,N/A
4051-FWES,Female,0,Yes,No,1,0-12 mo,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.32,128.57,5,No,0,,N/A
4052-GGDC,Female,0,Yes,No,37,25-48 mo,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),47.44,1811.7,4,No,0,,N/A
4053-QTKL,Male,0,No,Yes,25,25-48 mo,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,2974.91,5,No,0,,N/A
4054-LHEO,Male,0,Yes,No,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,78.08,5601.41,1,No,0,,N/A
4055-AELI,Female,0,No,No,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.23,3406.0,1,No,0,,N/A
4056-JFUC,Male,1,Yes,No,27,25-48 mo,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.88,3083.59,6,No,0,,N/A
4057-RQTB,Female,0,No,Yes,4,0-12 mo,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),18.25,18.85,3,No,0,,N/A
4058-PIXS,Male,0,No,No,19,13-24 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,30.0,587.92,4,No,0,,N/A
4059-WEFO,Male,0,Yes,No,41,25-48 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.2,2020.52,5,No,0,,N/A
4060-BOGE,Male,0,Yes,No,72,49-72 mo,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.23,6902.85,5,Yes,1,,N/A
4061-MAZH,Female,0,Yes,Yes,14,13-24 mo,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.14,587.69,7,Yes,1,,N/A
4062-GODD,Male,0,Yes,No,49,49-72 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.21,2978.71,4,No,0,,N/A
4063-KZCM,Female,0,No,No,36,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.39,1395.62,2,No,0,,N/A
4064-OYOX,Male,0,Yes,No,2,0-12 mo,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.04,319.99,5,No,0,,N/A
4065-IRGL,Male,0,No,Yes,26,25-48 mo,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.28,2053.76,3,No,0,,N/A
4066-TCGO,Male,0,Yes,No,6,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.43,79.89,1,No,0,,N/A
4067-WPKC,Male,0,Yes,No,36,25-48 mo,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),63.59,2241.7,7,No,0,,N/A
4068-UHTN,Male,0,No,Yes,30,25-48 mo,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.57,2092.95,4,No,0,,N/A
4069-GMHB,Female,0,No,Yes,72,49-72 mo,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.34,4281.57,4,No,0,,N/A
4070-UGMR,Female,1,Yes,Yes,72,49-72 mo,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.89,4546.15,3,Yes,1,,N/A
4071-RLOI,Male,0,No,Yes,0,0-12 mo,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,44.3,18.85,6,Yes,1,,N/A
4072-NMQD,Male,1,Yes,No,2,0-12 mo,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,89.92,164.49,7,Yes,1,,N/A
4073-IZHU,Male,1,No,No,46,25-48 mo,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,42.08,1918.37,6,No,0,,N/A
4074-HILQ,Male,1,Yes,Yes,37,25-48 mo,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,93.3,3416.97,7,Yes,1,,N/A
4075-RGKI,Female,0,Yes,No,51,49-72 mo,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.94,3343.05,3,Yes,1,,N/A
4076-BITH,Male,0,No,No,9,0-12 mo,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.1,422.4,4,Yes,1,,N/A
4077-XUBW,Female,0,Yes,Yes,60,49-72 mo,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),63.18,3864.74,6,No,0,,N/A
4078-PTGO,Male,0,Yes,No,18,13-24 mo,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),67.55,1130.89,5,Yes,1,,N/A
4079-JNSN,Female,0,Yes,Yes,9,0-12 mo,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.63,484.41,3,Yes,1,,N/A
4080-MMWE,Male,0,No,No,0,0-12 mo,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.61,18.85,5,Yes,1,,N/A
4081-ZWPZ,Male,0,No,Yes,65,49-72 mo,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,34.93,2299.03,7,No,0,,N/A
4082-LXBS,Female,0,No,No,24,13-24 mo,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),108.14,2582.83,6,Yes,1,,N/A
4083-CUAY,Male,1,No,Yes,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),40.7,2919.11,2,No,0,,N/A
4084-YVJA,Male,1,No,No,40,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.48,1110.95,2,Yes,1,,N/A
4085-QDXJ,Male,1,Yes,No,2,0-12 mo,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),77.98,210.27,4,No,0,,N/A
4086-KWMT,Female,0,Yes,No,28,25-48 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,18.25,564.32,4,No,0,,N/A
4087-ZIIN,Male,1,No,No,0,0-12 mo,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.79,19.22,5,No,0,,N/A
4088-CYHR,Male,0,Yes,Yes,26,25-48 mo,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.61,800.59,5,No,0,,N/A
4089-TMVC,Female,0,Yes,No,13,13-24 mo,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.25,1026.93,4,Yes,1,,N/A
4090-LGWV,Female,0,No,No,32,25-48 mo,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.23,1909.43,4,Yes,1,,N/A
4091-BLKQ,Female,1,No,No,24,13-24 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.38,909.55,4,Yes,1,,N/A
4092-ISSC,Male,1,Yes,Yes,9,0-12 mo,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.8,659.0,5,No,0,,N/A
4093-GAXY,Male,0,Yes,Yes,5,0-12 mo,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,78.13,355.35,2,No,0,,N/A
